Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,PF,21,MIA,49,2,12.3,2.1,3.8,0.559,0,0,,2.1,3.8,0.559,0.559,1,2,0.505,1.3,2.3,3.6,0.5,0.3,0.5,0.8,1.6,5.3
2,Jaylen Adams\adamsja01,PG,24,MIL,7,0,2.6,0.1,1.1,0.125,0,0.3,0,0.1,0.9,0.167,0.125,0,0,,0,0.4,0.4,0.3,0,0,0,0.1,0.3
3,Steven Adams\adamsst01,C,27,NOP,47,47,27.9,3.4,5.6,0.618,0,0.1,0,3.4,5.5,0.625,0.618,1,2.4,0.441,4,4.9,8.9,1.9,0.9,0.6,1.5,2,7.9
4,Bam Adebayo\adebaba01,C,23,MIA,46,46,33.5,7.2,12.8,0.563,0,0.2,0.25,7.2,12.7,0.567,0.564,4.6,5.6,0.819,2.4,7.2,9.5,5.4,0.9,1.2,2.6,2.3,19.1
5,LaMarcus Aldridge\aldrila01,C,35,TOT,25,22,26.1,5.4,11.5,0.469,1.2,3.2,0.388,4.2,8.3,0.5,0.523,1.6,1.8,0.867,0.7,3.9,4.6,1.9,0.4,1,1,1.8,13.6
5,LaMarcus Aldridge\aldrila01,C,35,SAS,21,18,25.9,5.5,11.8,0.464,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1,1.7,13.7
5,LaMarcus Aldridge\aldrila01,F-C,35,BRK,4,4,27,5,10,0.5,1,1.3,0.8,4,8.8,0.457,0.55,2,2,1,0.3,5,5.3,2.8,0.8,2,1.3,2,13
6,Ty-Shon Alexander\alexaty01,SG,22,PHO,6,0,2.7,0.2,1,0.167,0.2,0.7,0.25,0,0.3,0,0.25,0.2,0.3,0.5,0,0.3,0.3,0.2,0,0,0,0.2,0.7
7,Nickeil Alexander-Walker\alexani01,SG,22,NOP,41,10,20.8,3.9,9.2,0.418,1.6,4.6,0.348,2.3,4.7,0.487,0.504,1,1.3,0.75,0.2,2.8,3.1,2,1,0.5,1.4,1.9,10.2
8,Grayson Allen\allengr01,SG,25,MEM,36,24,24.4,3.5,8.1,0.428,2.2,5.4,0.402,1.3,2.7,0.48,0.562,1.5,1.7,0.902,0.4,2.8,3.3,2.1,1,0.2,0.9,1.3,10.6
9,Jarrett Allen\allenja01,C,22,TOT,44,26,28.7,4.8,7.5,0.633,0.1,0.3,0.417,4.6,7.2,0.642,0.641,3.5,4.9,0.704,3,6.9,9.9,1.7,0.5,1.7,1.5,1.6,13.1
9,Jarrett Allen\allenja01,C,22,BRK,12,5,26.7,3.7,5.4,0.677,0,0,,3.7,5.4,0.677,0.677,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2
9,Jarrett Allen\allenja01,C,22,CLE,32,21,29.4,5.2,8.3,0.623,0.2,0.4,0.417,5,7.9,0.632,0.632,3.3,4.8,0.684,3,6.7,9.7,1.7,0.4,1.7,1.3,1.5,13.8
10,Al-Farouq Aminu\aminual01,PF,30,TOT,18,14,21.1,2,5,0.4,0.4,1.8,0.219,1.6,3.2,0.5,0.439,0.9,1.1,0.842,1.1,4.2,5.3,1.6,0.9,0.5,1.5,1.3,5.3
10,Al-Farouq Aminu\aminual01,PF,30,ORL,17,14,21.6,2.1,5.2,0.404,0.4,1.8,0.226,1.7,3.4,0.5,0.444,0.8,1,0.824,1.2,4.2,5.4,1.7,1,0.5,1.5,1.3,5.5
10,Al-Farouq Aminu\aminual01,PF,30,CHI,1,0,12,0,1,0,0,1,0,0,0,,0,2,2,1,0,5,5,0,0,0,2,2,2
11,Kyle Anderson\anderky01,PF,27,MEM,47,47,27.1,4.6,9.7,0.478,1.4,3.8,0.367,3.2,5.9,0.549,0.55,1.9,2.6,0.758,0.7,5.2,5.9,3.5,1.2,0.8,1.3,1.5,12.6
12,Giannis Antetokounmpo\antetgi01,PF,26,MIL,45,45,34,10.4,18.4,0.565,1.1,3.8,0.302,9.3,14.7,0.632,0.595,6.8,9.9,0.687,1.8,9.6,11.4,6.2,1.1,1.3,3.8,2.9,28.8
13,Kostas Antetokounmpo\antetko01,PF,23,LAL,10,0,3.6,0.2,0.5,0.4,0,0,,0.2,0.5,0.4,0.4,0.2,0.6,0.333,0.2,1,1.2,0,0.2,0.3,0.8,0.5,0.6
14,Thanasis Antetokounmpo\antetth01,SF,28,MIL,39,1,10.3,1.4,2.5,0.577,0.2,0.5,0.333,1.3,1.9,0.645,0.613,0.4,0.7,0.483,1,1.4,2.4,0.8,0.4,0.2,0.8,1.4,3.4
15,Carmelo Anthony\anthoca01,PF,36,POR,50,3,25.4,4.8,11.6,0.409,1.7,4.6,0.378,3,7,0.429,0.484,2.2,2.5,0.871,0.5,2.7,3.2,1.6,0.8,0.6,1,2.2,13.4
16,Cole Anthony\anthoco01,PG,20,ORL,26,17,26.7,4.1,10.9,0.375,1.1,3.3,0.333,3,7.5,0.393,0.426,1.8,2.2,0.825,0.8,3.5,4.3,3.9,0.7,0.4,2,2,11.1
17,OG Anunoby\anunoog01,SF,23,TOR,34,34,33,5.3,11.3,0.47,2.2,5.8,0.388,3.1,5.5,0.556,0.569,1.7,2.3,0.747,1.5,4.3,5.7,2,1.6,0.8,1.7,2.7,14.6
18,Ryan Arcidiacono\arcidry01,PG,26,CHI,31,0,10.7,1.1,2.8,0.379,0.5,1.6,0.314,0.5,1.2,0.472,0.471,0.4,0.5,0.75,0.1,1.4,1.5,1.4,0.2,0,0.2,1.1,3
19,Trevor Ariza\arizatr01,SF,35,MIA,11,8,24.9,2.2,6.9,0.316,1,3.8,0.262,1.2,3.1,0.382,0.388,1.4,1.7,0.789,0.5,3.4,3.8,1.5,0.5,0.6,0.5,1.4,6.7
20,D.J. Augustin\augusdj01,PG,33,TOT,48,6,19.5,2.2,5.6,0.384,1.3,3.5,0.371,0.9,2.1,0.406,0.5,1.3,1.4,0.923,0.4,1.3,1.6,3.2,0.5,0,1.1,1,6.9
20,D.J. Augustin\augusdj01,PG,33,MIL,37,6,19.3,1.9,5.2,0.37,1.3,3.5,0.38,0.6,1.7,0.349,0.497,1,1.1,0.9,0.3,1.1,1.4,3,0.5,0,0.9,0.9,6.1
20,D.J. Augustin\augusdj01,PG,33,HOU,11,0,20.4,3,7.2,0.418,1.3,3.7,0.341,1.7,3.5,0.5,0.506,2.2,2.3,0.96,0.6,2,2.6,4,0.5,0,1.6,1.3,9.5
21,Deni Avdija\avdijde01,SF,20,WAS,46,24,23.5,2.5,6,0.427,1.1,3.3,0.327,1.5,2.7,0.548,0.516,0.5,0.7,0.647,0.4,4.5,5,1.2,0.5,0.2,0.7,2.7,6.6
22,Deandre Ayton\aytonde01,C,22,PHO,51,51,30.7,6.4,10.5,0.614,0.1,0.4,0.211,6.3,10.1,0.628,0.617,2,2.6,0.767,3.3,7.5,10.8,1.5,0.4,1.2,1.7,3,14.9
23,Udoka Azubuike\azubuud01,C,21,UTA,12,0,4.1,0.3,0.6,0.571,0,0,,0.3,0.6,0.571,0.571,0.3,0.5,0.667,0.3,0.8,1.1,0,0.1,0.3,0.3,0.7,1
24,Dwayne Bacon\bacondw01,SG,25,ORL,51,33,25.5,3.8,9.7,0.396,0.9,3,0.312,2.9,6.6,0.434,0.444,1.8,2.1,0.833,0.3,2.7,3,1.2,0.5,0.1,0.7,1.6,10.4
25,Marvin Bagley III\baglema01,PF,21,SAC,37,37,25.7,5.6,11.2,0.502,0.9,2.6,0.354,4.7,8.6,0.547,0.543,1.6,2.9,0.56,2.5,5,7.4,0.9,0.5,0.5,1.3,2.4,13.9
26,LaMelo Ball\ballla01,PG,19,CHO,41,21,28.6,5.8,12.8,0.451,2,5.3,0.375,3.8,7.6,0.503,0.528,2.4,3,0.789,1.3,4.5,5.9,6.1,1.6,0.3,2.8,2.8,15.9
27,Lonzo Ball\balllo01,PG,23,NOP,41,41,31.7,5.2,12.3,0.424,3.1,8.1,0.384,2.1,4.2,0.5,0.55,0.9,1.2,0.792,0.6,3.6,4.2,5.7,1.4,0.6,2,2,14.5
28,Mo Bamba\bambamo01,C,22,ORL,29,0,12,2.5,5.2,0.48,0.6,1.8,0.34,1.9,3.3,0.557,0.54,0.6,0.9,0.615,1.3,2.9,4.3,0.4,0.2,0.9,0.6,1.7,6.1
29,Desmond Bane\banede01,SG,22,MEM,45,11,22.5,3.6,7.5,0.472,1.7,3.9,0.446,1.8,3.6,0.5,0.587,0.6,0.7,0.848,0.4,2.8,3.1,1.4,0.7,0.2,1,1.9,9.5
30,Harrison Barnes\barneha02,PF,28,SAC,49,49,36,5.3,10.9,0.492,1.5,4.1,0.362,3.9,6.8,0.569,0.559,3.5,4.2,0.829,1.2,5.5,6.7,3.6,0.8,0.2,1.5,1.3,15.6
31,RJ Barrett\barrerj01,SG,20,NYK,52,52,34,6.6,14.7,0.45,1.4,3.6,0.38,5.2,11.1,0.473,0.497,3,4.1,0.735,1.1,4.8,5.9,3,0.7,0.3,2,2.6,17.5
32,Will Barton\bartowi01,SF,30,DEN,48,44,31.2,4.8,11,0.43,1.8,4.6,0.377,3,6.4,0.469,0.509,1.5,2,0.766,0.7,3.5,4.3,3.2,0.9,0.5,1.7,1.6,12.8
33,Keita Bates-Diop\bateske01,SF,25,SAS,16,0,7.4,0.7,2,0.344,0.3,0.9,0.333,0.4,1.1,0.353,0.422,0.4,0.6,0.7,0.3,0.9,1.3,0.4,0.4,0.1,0.1,0.3,2.1
34,Nicolas Batum\batumni01,SF,32,LAC,50,38,28.4,2.9,6.2,0.458,1.7,4.2,0.414,1.1,2,0.549,0.598,0.8,1,0.833,0.8,4.1,4.9,2.4,1.1,0.4,0.8,1.6,8.3
35,Aron Baynes\baynear01,C,34,TOR,49,31,18.4,2.4,5.7,0.432,0.4,1.9,0.237,2,3.8,0.53,0.471,0.6,0.8,0.73,1.7,3.4,5.1,0.9,0.3,0.4,0.9,2.3,5.9
36,Kent Bazemore\bazemke01,SF,31,GSW,49,1,16.6,2.2,4.9,0.45,0.9,2.3,0.4,1.3,2.6,0.496,0.546,0.7,1,0.7,0.3,2.5,2.8,1.5,0.9,0.5,1.1,2.1,6.1
37,Darius Bazley\bazleda01,PF,20,OKC,36,36,30.7,4.4,11.2,0.392,1.5,5.2,0.29,2.9,6,0.479,0.459,1.6,2.3,0.704,0.6,6.9,7.5,1.5,0.5,0.6,1.8,0.9,11.9
38,Bradley Beal\bealbr01,SG,27,WAS,42,42,35.4,11,22.5,0.487,2.2,6.5,0.346,8.7,16,0.544,0.537,7,7.8,0.902,1.1,3.8,4.9,4.8,1.2,0.4,3.3,2.4,31.2
39,Malik Beasley\beaslma01,SG,24,MIN,37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6
40,Jordan Bell\belljo01,C,26,WAS,3,1,16.7,1.7,5,0.333,0,0.7,0,1.7,4.3,0.385,0.333,0,0,,1.7,3.7,5.3,1.7,0.3,1,1,1.3,3.3
41,DeAndre' Bembry\bembrde01,SF,26,TOR,35,9,18,2.2,4,0.543,0.3,0.9,0.281,1.9,3.1,0.62,0.575,0.7,1,0.657,0.6,2.1,2.7,2.1,0.8,0.3,1.1,1.7,5.3
42,Dāvis Bertāns\bertada01,PF,28,WAS,38,5,24.4,3.3,8.3,0.402,2.9,7.4,0.395,0.4,0.9,0.457,0.578,1.7,1.9,0.865,0.4,2.5,2.9,0.9,0.6,0.2,0.6,2.4,11.3
43,Patrick Beverley\beverpa01,PG,32,LAC,31,31,23.4,2.6,6.1,0.432,1.7,4,0.416,1,2.1,0.462,0.568,1.1,1.3,0.805,0.9,2.7,3.6,2.1,0.8,0.8,0.9,3.1,8
44,Saddiq Bey\beysa01,SF,21,DET,50,33,24.9,3.5,8.7,0.403,2.3,6,0.379,1.2,2.7,0.456,0.533,1.6,1.8,0.879,0.5,3.5,4,1.3,0.6,0.1,0.7,1.7,10.9
45,Tyler Bey\beyty01,SF,22,DAL,10,0,3.3,0.3,1.1,0.273,0,0.1,0,0.3,1,0.3,0.273,0.2,0.4,0.5,0.5,0.7,1.2,0.1,0,0.1,0,0.4,0.8
46,Khem Birch\birchkh01,C,28,ORL,48,5,19.8,2,4.4,0.45,0.1,0.4,0.19,1.9,3.9,0.479,0.459,1.3,1.8,0.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4,5.3
47,Goga Bitadze\bitadgo01,C,21,IND,31,1,10.6,1.9,3.9,0.5,0.3,1.3,0.25,1.6,2.6,0.625,0.542,0.7,1.1,0.697,1.2,1.5,2.8,0.7,0.2,1,0.4,1.8,4.9
48,Bismack Biyombo\biyombi01,C,28,CHO,47,28,21.3,2.3,3.9,0.576,0,0,0,2.3,3.9,0.579,0.576,0.8,1.7,0.481,2,3.2,5.2,1.3,0.3,1.1,1,2.4,5.3
49,Nemanja Bjelica\bjeline01,PF,32,TOT,32,1,16.1,2.4,5.4,0.453,0.6,2.3,0.278,1.8,3.1,0.58,0.512,1,1.4,0.733,0.8,2.8,3.6,1.8,0.3,0.1,1,1.9,6.5
49,Nemanja Bjelica\bjeline01,PF,32,SAC,26,1,16.9,2.7,5.8,0.46,0.7,2.2,0.293,2,3.5,0.565,0.517,1.2,1.6,0.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2
49,Nemanja Bjelica\bjeline01,PF,32,MIA,6,0,12.5,1.5,3.7,0.409,0.5,2.3,0.214,1,1.3,0.75,0.477,0.2,0.5,0.333,0.2,2.3,2.5,1.3,0.3,0.3,0.5,2.3,3.7
50,Eric Bledsoe\bledser01,SG,31,NOP,50,49,30.1,4.2,10.2,0.416,1.9,5.1,0.365,2.4,5.1,0.467,0.507,1.7,2.4,0.697,0.4,3,3.4,3.8,0.7,0.3,1.6,1.7,12
51,Keljin Blevins\blevike01,SF,25,POR,10,0,5.1,0.2,1.4,0.143,0,0.5,0,0.2,0.9,0.222,0.143,0,0,,0,0.2,0.2,0.4,0.2,0,0.3,0.4,0.4
52,Bogdan Bogdanović\bogdabo01,SG,28,ATL,27,10,26,4.7,10.5,0.451,2.5,6.2,0.401,2.3,4.3,0.521,0.569,0.8,0.9,0.913,0.5,3,3.5,2.9,0.8,0.3,1.1,2.3,12.7
53,Bojan Bogdanović\bogdabo02,SF,31,UTA,52,52,30.3,4.9,11.8,0.417,2.4,6.2,0.383,2.5,5.6,0.455,0.518,2.6,3.1,0.855,0.6,3.3,3.9,1.8,0.5,0.1,1.4,1.6,14.8
54,Bol Bol\bolbo01,PF,21,DEN,21,2,5.2,0.9,1.8,0.5,0.4,0.9,0.5,0.5,1,0.5,0.618,0.2,0.4,0.556,0,0.8,0.8,0.3,0.1,0.4,0.4,0.6,2.5
55,Marques Bolden\boldema01,C,22,CLE,6,0,4.8,0.2,0.5,0.333,0,0,,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1,0,0.3,0.3,0.3,0,1.2
56,Jordan Bone\bonejo01,PG,23,ORL,14,0,14,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0,0,,0.3,1.4,1.7,1.3,0.1,0,0.2,0.8,4
57,Isaac Bonga\bongais01,SF,21,WAS,31,7,11.5,0.8,2,0.381,0.4,1.2,0.297,0.4,0.8,0.5,0.468,0.1,0.2,0.5,0.5,1.4,1.9,0.6,0.3,0.2,0.5,1.7,2
58,Devin Booker\bookede01,SG,24,PHO,47,47,34.2,9.5,19.2,0.494,2.1,5.8,0.357,7.4,13.4,0.554,0.548,5,5.8,0.857,0.4,3.7,4.1,4.5,0.9,0.2,3.2,2.9,26
59,Chris Boucher\bouchch01,C,28,TOR,52,7,23.6,4.8,9.3,0.52,1.5,3.8,0.392,3.3,5.5,0.608,0.6,2.5,3.3,0.776,2,4.6,6.5,1,0.6,1.9,0.7,2.7,13.7
60,Brian Bowen\bowenbr02,SF,22,IND,4,0,2.8,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0.3,0.3,1,0,0.5,0.5,0,0,0,0,0.3,0.8
61,Avery Bradley\bradlav01,SG,30,TOT,16,2,21.6,2.9,6.9,0.423,1.4,3.9,0.365,1.5,3,0.5,0.527,0.5,0.7,0.727,0.3,1.8,2.1,1.8,0.6,0.1,0.9,2.5,7.8
61,Avery Bradley\bradlav01,SG,30,MIA,10,1,21.1,3.1,6.6,0.47,1.6,3.8,0.421,1.5,2.8,0.536,0.591,0.7,0.9,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
61,Avery Bradley\bradlav01,SG,30,HOU,6,1,22.5,2.7,7.5,0.356,1.2,4.2,0.28,1.5,3.3,0.45,0.433,0.2,0.3,0.5,0.3,2.2,2.5,2.3,0.3,0.2,0.8,2.3,6.7
62,Tony Bradley\bradlto01,C,23,TOT,27,8,15.9,2.9,4.3,0.664,0,0.1,0,2.9,4.2,0.681,0.664,0.6,0.9,0.708,2,3.6,5.6,1,0.3,0.7,0.7,1.6,6.3
62,Tony Bradley\bradlto01,C,23,PHI,20,8,14.4,2.6,3.8,0.68,0,0.1,0,2.6,3.7,0.689,0.68,0.4,0.6,0.636,2,3.3,5.2,0.9,0.3,0.7,0.3,1.4,5.5
62,Tony Bradley\bradlto01,C,23,OKC,7,0,20.4,3.7,5.9,0.634,0,0.3,0,3.7,5.6,0.667,0.634,1.4,1.9,0.769,2.1,4.4,6.6,1.3,0.4,0.9,1.7,2,8.9
63,Jarrell Brantley\brantja01,PF,24,UTA,17,0,3.4,0.6,1.5,0.44,0.3,0.9,0.333,0.4,0.6,0.6,0.54,0.1,0.1,1,0.2,0.6,0.9,0.2,0.2,0.1,0.1,0.5,1.7
64,Ignas Brazdeikis\brazdig01,SF,22,TOT,5,0,3,0,0.8,0,0,0.2,0,0,0.6,0,0,0.4,0.4,1,0.2,0.6,0.8,0.2,0,0,0.2,0,0.4
64,Ignas Brazdeikis\brazdig01,SF,22,NYK,4,0,1.8,0,0.3,0,0,0,,0,0.3,0,0,0.5,0.5,1,0.3,0.3,0.5,0.3,0,0,0.3,0,0.5
64,Ignas Brazdeikis\brazdig01,F,22,PHI,1,0,8,0,3,0,0,1,0,0,2,0,0,0,0,,0,2,2,0,0,0,0,0,0
65,Mikal Bridges\bridgmi01,SF,24,PHO,51,51,32.2,4.9,9.3,0.529,1.8,4.3,0.415,3.2,5.1,0.625,0.624,1.6,1.9,0.828,1.2,3.5,4.7,2.2,0.9,0.9,0.8,1.6,13.3
66,Miles Bridges\bridgmi02,PF,22,CHO,50,4,27,3.8,7.6,0.5,1.3,3.4,0.386,2.5,4.1,0.594,0.587,1.2,1.4,0.882,1.3,4.5,5.7,2,0.7,0.7,1.6,2.1,10.1
67,Oshae Brissett\brissos01,F,22,IND,2,0,2.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0,1,1,0,0.5,0,0,0,1
68,Malcolm Brogdon\brogdma01,PG,28,IND,44,44,35.2,8,17.5,0.458,2.7,6.7,0.403,5.3,10.9,0.492,0.534,2.5,2.8,0.872,0.8,3.9,4.8,5.9,1,0.2,2.1,1.9,21.2
69,Dillon Brooks\brookdi01,SF,25,MEM,46,46,29,6.1,14.9,0.412,1.9,5.6,0.342,4.2,9.3,0.453,0.476,2.2,2.6,0.826,0.8,2.1,2.9,2.3,1.2,0.4,1.9,3.4,16.3
70,Bruce Brown\brownbr01,PG,24,BRK,48,31,21.8,3.5,6.4,0.548,0.2,0.9,0.256,3.3,5.5,0.595,0.566,1.2,1.6,0.756,1.6,3.1,4.7,1.5,0.8,0.3,0.8,2.1,8.4
71,Jaylen Brown\brownja02,SG,24,BOS,48,48,33.8,9.2,18.9,0.485,2.7,6.8,0.398,6.5,12.1,0.534,0.556,3.3,4.4,0.748,1.2,4.5,5.7,3.5,1.2,0.5,2.7,2.8,24.3
72,Moses Brown\brownmo01,C,21,OKC,23,12,20.5,3.3,5.9,0.556,0,0,,3.3,5.9,0.556,0.556,2.1,3.6,0.598,3.2,5.2,8.4,0.2,0.5,1.1,0.8,1.9,8.7
73,Sterling Brown\brownst02,SG,25,HOU,49,14,24.5,2.9,6.7,0.44,1.8,4.3,0.419,1.1,2.4,0.479,0.575,0.5,0.6,0.806,0.8,3.7,4.5,1.4,0.8,0.2,0.8,2,8.2
74,Troy Brown Jr.\browntr01,SF,21,TOT,27,0,14.5,1.6,4.1,0.384,0.6,2,0.309,1,2.1,0.456,0.46,0.5,0.7,0.7,0.6,2.2,2.8,0.9,0.3,0.2,0.7,1.4,4.3
74,Troy Brown Jr.\browntr01,SF,21,WAS,21,0,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.9,2,0.442,0.449,0.5,0.7,0.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3
74,Troy Brown Jr.\browntr01,SF,21,CHI,6,0,17.3,1.7,3.8,0.435,0.5,1.5,0.333,1.2,2.3,0.5,0.5,0.7,0.8,0.8,0.8,1.7,2.5,0.8,0.7,0.3,0.3,1.7,4.5
75,Jalen Brunson\brunsja01,PG,24,DAL,47,10,25.4,4.8,9,0.533,1.2,3,0.399,3.6,5.9,0.602,0.601,2,2.6,0.793,0.4,3.1,3.5,3.3,0.5,0,1.3,1.7,12.8
76,Thomas Bryant\bryanth01,C,23,WAS,10,10,27.1,5.9,9.1,0.648,0.9,2.1,0.429,5,7,0.714,0.698,1.6,2.4,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3
77,Reggie Bullock\bullore01,SF,29,NYK,45,44,27.8,3.4,8,0.427,2.2,5.5,0.401,1.2,2.5,0.482,0.564,0.7,0.8,0.882,0.2,3.1,3.4,1.4,0.7,0.2,0.7,2.2,9.7
78,Trey Burke\burketr01,PG,28,DAL,47,0,14.5,2.4,5.5,0.447,1,2.7,0.373,1.4,2.8,0.519,0.539,0.7,0.9,0.85,0.1,0.8,0.9,1.4,0.5,0.1,0.5,1,6.6
79,Alec Burks\burksal01,SG,29,NYK,40,5,25.9,4.2,10.1,0.419,2,4.9,0.413,2.2,5.2,0.425,0.52,2.1,2.5,0.857,0.5,4,4.5,2.2,0.7,0.3,1,2.1,12.6
80,Jimmy Butler\butleji01,SF,31,MIA,37,37,33.8,7.2,14.4,0.496,0.4,1.9,0.222,6.7,12.5,0.539,0.511,6.8,8,0.854,2,5.4,7.4,7.2,2,0.4,2.2,1.4,21.6
81,Bruno Caboclo\cabocbr01,PF,25,HOU,6,0,6,1.3,2.8,0.471,0,0.8,0,1.3,2,0.667,0.471,0.2,0.3,0.5,0.5,1.8,2.3,0.2,0,0.3,0.7,1,2.8
82,Devontae Cacok\cacokde01,PF,24,LAL,13,1,5.5,1.2,1.8,0.625,0,0,,1.2,1.8,0.625,0.625,0.2,0.5,0.429,0.8,1.2,2,0.1,0.4,0.2,0.2,0.5,2.5
83,Kentavious Caldwell-Pope\caldwke01,SG,27,LAL,48,48,26.8,3,7.1,0.425,1.6,3.9,0.412,1.4,3.2,0.441,0.538,1.3,1.5,0.847,0.5,2.2,2.6,1.5,0.8,0.3,1.1,1.6,8.9
84,Facundo Campazzo\campafa01,PG,29,DEN,45,2,18.2,1.5,4.1,0.364,1,2.8,0.352,0.5,1.2,0.393,0.486,0.8,0.9,0.81,0.3,1.2,1.5,2.8,1,0.2,1,2,4.7
85,Vlatko Čančar\cancavl01,PF,23,DEN,27,0,5.7,0.6,1.3,0.429,0.2,0.7,0.278,0.4,0.6,0.588,0.5,0.2,0.2,0.833,0.2,0.9,1.1,0.3,0.3,0.1,0.4,0.5,1.5
86,Devin Cannady\cannade01,G,24,ORL,1,0,2,0,2,0,0,2,0,0,0,,0,2,2,1,0,0,0,0,1,0,0,1,2
87,Clint Capela\capelca01,C,26,ATL,45,45,29.7,6.5,11,0.592,0,0,,6.5,11,0.592,0.592,2,3.4,0.587,4.8,9.4,14.2,0.8,0.7,2.3,1.2,2.4,15
88,Vernon Carey Jr.\careyve01,C,19,CHO,9,0,3.3,0.2,0.7,0.333,0,0.3,0,0.2,0.3,0.667,0.333,0.1,0.2,0.5,0.2,0.8,1,0.1,0,0.2,0.2,0.1,0.6
89,Jevon Carter\carteje01,PG,25,PHO,39,0,9.9,1.1,2.8,0.38,0.6,1.8,0.319,0.5,0.9,0.5,0.486,0.1,0.1,1,0.2,1.1,1.3,1.2,0.4,0.2,0.2,1,2.7
90,Wendell Carter Jr.\cartewe01,C,21,TOT,38,28,25.1,4.3,8.1,0.529,0.3,0.8,0.323,4,7.3,0.552,0.545,2.7,3.6,0.745,2.3,5.6,7.9,2.1,0.6,0.8,1.5,2.8,11.5
90,Wendell Carter Jr.\cartewe01,C,21,CHI,32,25,24.8,4,7.9,0.512,0.3,0.7,0.364,3.8,7.2,0.526,0.528,2.6,3.5,0.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3,10.9
90,Wendell Carter Jr.\cartewe01,C,21,ORL,6,3,26.8,5.7,9.3,0.607,0.3,1.5,0.222,5.3,7.8,0.681,0.625,3.3,4.3,0.769,3,5.5,8.5,1.8,0.8,1.2,1.5,2,15
91,Michael Carter-Williams\cartemi01,SG,29,ORL,27,21,26.1,3.4,8.7,0.387,0.5,1.9,0.26,2.9,6.9,0.422,0.415,1.6,2.4,0.652,1.3,3.3,4.6,4.4,0.8,0.6,2.3,2.7,8.8
92,Alex Caruso\carusal01,PG,26,LAL,42,0,20.5,2,4.9,0.417,1,2.3,0.417,1.1,2.6,0.418,0.515,0.8,1.3,0.642,0.5,2.5,3,2.5,1.1,0.2,1.2,1.8,5.9
93,Willie Cauley-Stein\caulewi01,C,27,DAL,35,11,17.1,2.3,3.6,0.622,0,0.2,0.125,2.2,3.4,0.655,0.626,0.9,1.4,0.66,1.1,3.1,4.3,0.7,0.3,0.8,0.5,2.3,5.5
94,Chris Chiozza\chiozch01,PG,25,BRK,20,0,10.1,1.4,3.7,0.365,0.7,1.9,0.342,0.7,1.8,0.389,0.453,0.6,0.8,0.8,0.2,1,1.1,3,0.4,0.2,0.8,0.9,4
95,Marquese Chriss\chrisma01,PF,23,GSW,2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5
96,Gary Clark\clarkga01,SF,26,TOT,37,11,17.3,1.1,3.5,0.305,0.8,2.9,0.287,0.2,0.6,0.391,0.424,0.2,0.3,0.8,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2
96,Gary Clark\clarkga01,SF,26,ORL,35,11,18.2,1.1,3.7,0.305,0.9,3.1,0.287,0.3,0.7,0.391,0.424,0.2,0.3,0.8,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1,3.4
96,Gary Clark\clarkga01,F,26,DEN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0
97,Brandon Clarke\clarkbr01,PF,24,MEM,41,16,25.8,4.9,9.3,0.524,0.5,1.5,0.317,4.4,7.9,0.562,0.548,1.5,2.1,0.69,1.5,4,5.5,1.7,1.1,0.9,0.6,1.5,11.7
98,Jordan Clarkson\clarkjo01,SG,28,UTA,51,0,25.4,6.2,14.8,0.422,3,8.6,0.349,3.2,6.1,0.524,0.524,1.7,1.7,0.955,0.8,3.2,3.9,2.2,0.9,0.2,1.7,1.5,17.2
99,Nicolas Claxton\claxtni01,C,21,BRK,20,0,17.9,3.1,5.3,0.585,0.1,0.2,0.25,3.1,5.1,0.598,0.59,1,2,0.487,1.5,3.2,4.7,1,0.7,1.3,0.6,2,7.2
